accuracy,adjusted_rand_score,der,der_fa,der_miss,der_error,der_total_speech,transition_rate,avg_segment_duration,num_segments,temporal_stability,per_speaker_accuracy_mean,per_speaker_accuracy_std,num_speakers_detected,num_speakers_true,filename,phase,has_temporal_modeling,oracle_speakers,duration
0.7727272727272727,0.528377471254412,0.22727272727272727,0.0,0.0,15.0,66.0,0.22077922077922077,3.3333333333333335,18,0.8191489361702128,0.7548076923076923,0.30629943146531685,4,4,bwzyf.wav,phase2,True,True,77.0
0.8076923076923077,0.6708909809450668,0.19230769230769232,0.0,0.0,30.0,156.0,0.10191082802547771,8.294117647058824,17,0.9075144508670521,0.6906641604010024,0.36049615135461266,5,5,kszpd.wav,phase2,True,True,157.0
0.9427083333333334,0.7860381051735018,0.057291666666666664,0.0,0.0,22.0,384.0,0.03896103896103896,23.125,16,0.9625000000000001,0.9529448621553884,0.03867869139569117,3,3,gofnj.wav,phase2,True,True,385.0
0.872093023255814,0.784183667110779,0.12790697674418605,0.0,0.0,66.0,516.0,0.120817843866171,7.166666666666667,66,0.8922056384742952,0.779642151251076,0.29649435178580835,9,9,fkvvo.wav,phase2,True,True,538.0
1.0,1.0,0.0,0.0,0.0,0.0,1016.0,0.007774538386783284,113.44444444444444,9,0.9922854387656702,1.0,0.0,1,1,qouur.wav,phase2,True,True,1029.0
1.0,1.0,0.0,0.0,0.0,0.0,142.0,0.19047619047619047,4.135135135135135,37,0.84,1.0,0.0,1,1,cyyxp.wav,phase2,True,True,189.0
0.7796610169491526,0.03449756841023099,0.22033898305084745,0.0,0.0,91.0,413.0,0.14105263157894737,6.0,68,0.8763837638376384,0.5159574468085106,0.48404255319148937,2,2,oxxwk.wav,phase2,True,True,475.0
1.0,1.0,0.0,0.0,0.0,0.0,706.0,0.14925373134328357,5.652892561983471,121,0.8701298701298701,1.0,0.0,1,1,kkghn.wav,phase2,True,True,804.0
0.9879518072289156,0.9518051771705425,0.012048192771084338,0.0,0.0,1.0,83.0,0.024096385542168676,27.0,3,0.9764705882352941,0.9888888888888889,0.011111111111111127,2,2,hiyis.wav,phase2,True,True,83.0
0.960127591706539,0.8462865970101974,0.03987240829346093,0.0,0.0,25.0,627.0,0.025477707006369428,36.0,17,0.9751552795031055,0.9577625814723796,0.010823805962175415,2,2,yuzyu.wav,phase2,True,True,628.0
1.0,1.0,0.0,0.0,0.0,0.0,122.0,0.15753424657534246,5.125,24,0.8639053254437871,1.0,0.0,1,1,jsdmu.wav,phase2,True,True,146.0
0.5709876543209876,0.31741669356012825,0.42901234567901236,0.0,0.0,139.0,324.0,0.22608695652173913,3.3797468354430378,79,0.8156028368794326,0.6046495994179103,0.2344845068198299,9,9,pnook.wav,phase2,True,True,345.0
1.0,1.0,0.0,0.0,0.0,0.0,16.0,0.02962962962962963,26.2,5,0.9712230215827338,1.0,0.0,1,1,pqmho.wav,phase2,True,True,135.0
0.8888888888888888,0.6490947626581081,0.1111111111111111,0.0,0.0,16.0,144.0,0.13157894736842105,6.285714285714286,21,0.8837209302325582,0.8388133030990174,0.11593336278304646,3,3,ehpau.wav,phase2,True,True,152.0
0.9040404040404041,0.6512390604158395,0.09595959595959595,0.0,0.0,19.0,198.0,0.12745098039215685,6.592592592592593,27,0.8869565217391304,0.9015360983102918,0.04132104454685098,2,2,dscgs.wav,phase2,True,True,204.0
0.9528301886792453,0.8809510842713943,0.04716981132075472,0.0,0.0,5.0,106.0,0.04716981132075472,16.833333333333332,6,0.9549549549549549,0.9526858304297329,0.030144501940152016,4,4,iqtde.wav,phase2,True,True,106.0
0.8419282511210763,0.6903922277908029,0.15807174887892378,0.0,0.0,141.0,892.0,0.15473684210526314,5.425675675675675,148,0.8659981768459436,0.8252353840129579,0.11178555140390149,10,10,hgdez.wav,phase2,True,True,950.0
1.0,1.0,0.0,0.0,0.0,0.0,37.0,0.0,36.0,1,1.0,1.0,0.0,1,1,qrzjk.wav,phase2,True,True,36.0
0.577922077922078,0.3731725015309851,0.42207792207792205,0.0,0.0,195.0,462.0,0.1851106639839034,4.354838709677419,93,0.8438030560271648,0.45781662269129286,0.33699501252501207,5,5,bauzd.wav,phase2,True,True,497.0
0.9074074074074074,0.8356721112443569,0.09259259259259259,0.0,0.0,55.0,594.0,0.10339256865912763,8.538461538461538,65,0.9062957540263542,0.8490054406742609,0.2743151830036581,11,11,mdbod.wav,phase2,True,True,619.0
0.8241758241758241,0.5112312811980033,0.17582417582417584,0.0,0.0,16.0,91.0,0.15151515151515152,5.25,16,0.8684210526315789,0.8571428571428571,0.11664236870396084,3,3,mevkw.wav,phase2,True,True,99.0
0.8525179856115108,0.4952646490437668,0.1474820143884892,0.0,0.0,41.0,278.0,0.15488215488215487,5.340425531914893,47,0.8658892128279884,0.8535923141186299,0.011487050960735212,2,2,crixb.wav,phase2,True,True,297.0
0.944206008583691,0.8224618276697755,0.055793991416309016,0.0,0.0,13.0,233.0,0.038461538461538464,22.5,10,0.9629629629629629,0.9414431384368093,0.03137460194612609,3,3,asxwr.wav,phase2,True,True,234.0
0.6931818181818182,0.4281377889035389,0.3068181818181818,0.0,0.0,108.0,352.0,0.1196808510638298,7.195652173913044,46,0.8931116389548693,0.6042682026288584,0.42789436853449464,3,3,gqdxy.wav,phase2,True,True,376.0
0.6866952789699571,0.5048821601125769,0.3133047210300429,0.0,0.0,73.0,233.0,0.11063829787234042,7.7407407407407405,27,0.9003831417624522,0.7405601630186959,0.19136593460908785,6,6,wnfoi.wav,phase2,True,True,235.0
0.9003021148036254,0.7573870018659316,0.09969788519637462,0.0,0.0,33.0,331.0,0.0718562874251497,12.4,25,0.9329608938547487,0.8656630445202621,0.10763351425940546,6,6,ipqqq.wav,phase2,True,True,334.0
0.8796147672552167,0.7124642530135291,0.12038523274478331,0.0,0.0,75.0,623.0,0.10365853658536585,8.521739130434783,69,0.9060773480662982,0.8651484726458903,0.15423261068416494,4,4,vmbga.wav,phase2,True,True,656.0
0.9208103130755064,0.8149119275043466,0.07918968692449356,0.0,0.0,43.0,543.0,0.07913669064748201,11.377777777777778,45,0.9266666666666667,0.8943179060410597,0.036024585408540526,5,5,kuduk.wav,phase2,True,True,556.0
0.49382716049382713,0.2888394840570094,0.5061728395061729,0.0,0.0,82.0,162.0,0.18823529411764706,4.181818181818182,33,0.8415841584158416,0.4720763305322129,0.35745890535789804,4,4,uvnmy.wav,phase2,True,True,170.0
0.9714285714285714,0.8715730927564159,0.02857142857142857,0.0,0.0,2.0,70.0,0.0945945945945946,8.375,8,0.9135802469135803,0.9553571428571428,0.026785714285714246,2,2,oenox.wav,phase2,True,True,74.0
0.3793103448275862,0.1868990351466185,0.6206896551724138,0.0,0.0,72.0,116.0,0.1810344827586207,4.318181818181818,22,0.8467153284671532,0.38451135953840604,0.3408125735882247,6,6,kbkon.wav,phase2,True,True,116.0
0.9059561128526645,0.7291904825431396,0.09404388714733543,0.0,0.0,30.0,319.0,0.17784256559766765,4.548387096774194,62,0.849009900990099,0.863373577659292,0.10056072749126761,3,3,sosnj.wav,phase2,True,True,343.0
0.5869565217391305,0.013048933500627352,0.41304347826086957,0.0,0.0,19.0,46.0,0.13043478260869565,5.714285714285714,7,0.8846153846153847,0.7888888888888889,0.21111111111111114,2,2,szsyz.wav,phase2,True,True,46.0
0.574468085106383,0.30869514034273116,0.425531914893617,0.0,0.0,160.0,376.0,0.2775229357798165,2.581967213114754,122,0.7827648114901257,0.6002423043333422,0.26060169996861016,8,8,falxo.wav,phase2,True,True,436.0
0.9774436090225563,0.8786725492097353,0.022556390977443608,0.0,0.0,3.0,133.0,0.11805555555555555,7.055555555555555,18,0.8944099378881988,0.9635265700483091,0.01908212560386474,2,2,imtug.wav,phase2,True,True,144.0
0.8986175115207373,0.7796869508328151,0.10138248847926268,0.0,0.0,44.0,434.0,0.10044642857142858,8.76086956521739,46,0.9087221095334685,0.8930570546769466,0.0681335459063812,7,7,jyflp.wav,phase2,True,True,448.0
0.9337121212121212,0.7030535424076259,0.06628787878787878,0.0,0.0,35.0,528.0,0.14716312056737588,5.726190476190476,84,0.8717156105100464,0.9070776255707762,0.04041095890410956,2,2,zrlyl.wav,phase2,True,True,564.0
0.7125748502994012,0.5237871874550929,0.2874251497005988,0.0,0.0,48.0,167.0,0.10588235294117647,8.0,19,0.9042553191489361,0.6779270328821184,0.29261564507455645,7,7,zidwg.wav,phase2,True,True,170.0
1.0,1.0,0.0,0.0,0.0,0.0,63.0,0.06153846153846154,12.2,5,0.9420289855072463,1.0,0.0,1,1,abjxc.wav,phase2,True,True,65.0
0.9349112426035503,0.7897099415287548,0.0650887573964497,0.0,0.0,22.0,338.0,0.07803468208092486,11.392857142857142,28,0.9276139410187668,0.9324644945697577,0.018182035680800727,3,3,kckqn.wav,phase2,True,True,346.0
1.0,1.0,0.0,0.0,0.0,0.0,55.0,0.01818181818181818,27.0,2,0.9821428571428572,1.0,0.0,1,1,usbgm.wav,phase2,True,True,55.0
0.8166351606805293,0.6716567884653555,0.1833648393194707,0.0,0.0,97.0,529.0,0.1276595744680851,6.739726027397261,73,0.8867924528301887,0.6888783249709713,0.3358621594719152,6,6,pilgb.wav,phase2,True,True,564.0
0.7427101200686106,0.5199039729872125,0.25728987993138935,0.0,0.0,150.0,583.0,0.08561643835616438,10.470588235294118,51,0.9211356466876972,0.4941451805466606,0.367227328044706,3,3,yrsve.wav,phase2,True,True,584.0
0.9540816326530612,0.8208041596228586,0.04591836734693878,0.0,0.0,18.0,392.0,0.07692307692307693,11.625,32,0.9285714285714286,0.9550909315848076,0.0025361870592601754,2,2,ntchr.wav,phase2,True,True,403.0
0.7513227513227513,0.557551444676092,0.24867724867724866,0.0,0.0,47.0,189.0,0.18686868686868688,4.2368421052631575,38,0.8425531914893617,0.6811176230969064,0.26989160953568514,8,8,wdjyj.wav,phase2,True,True,198.0
1.0,1.0,0.0,0.0,0.0,0.0,115.0,0.16176470588235295,4.956521739130435,23,0.860759493670886,1.0,0.0,1,1,zvmyn.wav,phase2,True,True,136.0
1.0,1.0,0.0,0.0,0.0,0.0,45.0,0.04,16.0,3,0.9615384615384615,1.0,0.0,2,2,whmpa.wav,phase2,True,True,50.0
0.7961165048543689,0.5190498341569921,0.20388349514563106,0.0,0.0,21.0,103.0,0.2037037037037037,3.739130434782609,23,0.8307692307692307,0.7917567567567568,0.02684684684684686,5,5,jsmbi.wav,phase2,True,True,108.0
0.9693877551020408,0.8939922362801198,0.030612244897959183,0.0,0.0,3.0,98.0,0.12962962962962962,6.266666666666667,15,0.8852459016393444,0.9264957264957264,0.06299325050491719,3,3,xiglo.wav,phase2,True,True,108.0
1.0,1.0,0.0,0.0,0.0,0.0,24.0,0.041666666666666664,11.5,2,0.96,1.0,0.0,1,1,tfvyr.wav,phase2,True,True,24.0
0.7714932126696833,0.6839001093113819,0.22850678733031674,0.0,0.0,101.0,442.0,0.11158798283261803,7.811320754716981,53,0.8996138996138996,0.5805699812662939,0.3512649706006665,8,8,aisvi.wav,phase2,True,True,466.0
0.7263157894736842,0.6270477887313426,0.2736842105263158,0.0,0.0,52.0,190.0,0.1076923076923077,7.909090909090909,22,0.9027777777777777,0.6695220807161106,0.32083869758291805,7,7,fsaal.wav,phase2,True,True,195.0
0.7195121951219512,0.5472484838819242,0.2804878048780488,0.0,0.0,46.0,164.0,0.16279069767441862,4.9655172413793105,29,0.86,0.7433733319766259,0.18090420722738096,4,4,femmv.wav,phase2,True,True,172.0
0.9866071428571429,0.9430519638181222,0.013392857142857142,0.0,0.0,3.0,224.0,0.3628808864265928,1.7424242424242424,132,0.733739837398374,0.978859601936525,0.015223238300161368,2,2,qvtia.wav,phase2,True,True,361.0
0.9640718562874252,0.8683880265233569,0.03592814371257485,0.0,0.0,12.0,334.0,0.047337278106508875,18.941176470588236,17,0.9548022598870056,0.9684480676328503,0.030566085571728508,3,3,paibn.wav,phase2,True,True,338.0
0.5491573033707865,0.46826875296632686,0.4508426966292135,0.0,0.0,321.0,712.0,0.16168478260869565,5.141666666666667,120,0.8608187134502925,0.47860972727391354,0.33337513951607695,17,17,vmaiq.wav,phase2,True,True,736.0
0.95,0.8068227391142332,0.05,0.0,0.0,7.0,140.0,0.04285714285714286,19.142857142857142,7,0.958904109589041,0.9420289855072463,0.025362318840579712,2,2,qsfzo.wav,phase2,True,True,140.0
0.43209876543209874,0.13280303609053457,0.5679012345679012,0.0,0.0,138.0,243.0,0.31155778894472363,2.192,125,0.7624521072796935,0.41998429107124763,0.34470725156109444,9,10,ufpel.wav,phase2,True,True,398.0
0.7,0.5393438347345122,0.3,0.0,0.0,36.0,120.0,0.23622047244094488,3.129032258064516,31,0.8089171974522292,0.7207585691281343,0.19563975412965776,12,12,wewoz.wav,phase2,True,True,127.0
0.928695652173913,0.8401005888055872,0.07130434782608695,0.0,0.0,41.0,575.0,0.06132879045996593,14.891891891891891,37,0.942215088282504,0.9297495639303354,0.0482942742649653,7,7,odkzj.wav,phase2,True,True,587.0
0.9022222222222223,0.6846664445229063,0.09777777777777778,0.0,0.0,44.0,450.0,0.10810810810810811,8.09433962264151,53,0.9024390243902439,0.6188568132835504,0.43768284429718474,2,3,djqif.wav,phase2,True,True,481.0
0.7279411764705882,0.48667293822514895,0.27205882352941174,0.0,0.0,37.0,136.0,0.15217391304347827,5.318181818181818,22,0.8679245283018868,0.6898737589823656,0.2742298227506999,8,8,tlprc.wav,phase2,True,True,138.0
0.5815602836879432,0.3015139855442965,0.41843971631205673,0.0,0.0,59.0,141.0,0.09523809523809523,8.866666666666667,15,0.9130434782608695,0.5809735685152815,0.3263696444281145,5,5,oekmc.wav,phase2,True,True,147.0
0.774074074074074,0.5287073000811511,0.22592592592592592,0.0,0.0,61.0,270.0,0.15,5.534883720930233,43,0.8695652173913044,0.6918383330381694,0.2705999824318212,9,9,lfzib.wav,phase2,True,True,280.0
0.8781163434903048,0.6913528497266989,0.12188365650969529,0.0,0.0,44.0,361.0,0.11290322580645161,7.674418604651163,43,0.8985507246376813,0.8714344193817878,0.07139372631534595,3,3,mvjuk.wav,phase2,True,True,372.0
0.7874015748031497,0.6291456909694653,0.2125984251968504,0.0,0.0,135.0,635.0,0.10307692307692308,8.573529411764707,68,0.9065550906555091,0.6725980880116132,0.3514855658992302,5,5,goyli.wav,phase2,True,True,650.0
0.7155172413793104,0.5197361302948413,0.28448275862068967,0.0,0.0,33.0,116.0,0.15126050420168066,5.315789473684211,19,0.8686131386861314,0.6562043878854223,0.324564446421629,6,6,nctdh.wav,phase2,True,True,119.0
0.9404761904761905,0.9116346928857213,0.05952380952380952,0.0,0.0,25.0,420.0,0.035629453681710214,25.375,16,0.9655963302752295,0.9269809751294146,0.0655051459119358,7,7,hgeec.wav,phase2,True,True,421.0
0.8682634730538922,0.5392300141913928,0.1317365269461078,0.0,0.0,22.0,167.0,0.05421686746987952,15.7,10,0.9485714285714285,0.8670437405731524,0.00550527903469078,2,2,nxgad.wav,phase2,True,True,166.0
0.7816091954022989,0.17656429516205335,0.21839080459770116,0.0,0.0,38.0,174.0,0.05056179775280899,16.9,10,0.9518716577540107,0.8848484848484848,0.11515151515151517,2,2,aufkn.wav,phase2,True,True,178.0
0.6813725490196079,0.34816896955594556,0.31862745098039214,0.0,0.0,65.0,204.0,0.19909502262443438,3.933333333333333,45,0.8339622641509434,0.5590392354124749,0.35666106151009735,5,5,cqaec.wav,phase2,True,True,221.0
0.7023809523809523,0.3917136506656325,0.2976190476190476,0.0,0.0,25.0,84.0,0.14772727272727273,5.357142857142857,14,0.8712871287128713,0.7858441558441558,0.14350525944112982,5,5,wjhgf.wav,phase2,True,True,88.0
0.9631901840490797,0.852851901235546,0.03680981595092025,0.0,0.0,6.0,163.0,0.08284023668639054,10.333333333333334,15,0.9234972677595629,0.9611668524712003,0.004645113340765505,2,2,djngn.wav,phase2,True,True,169.0
0.9504950495049505,0.8098984556602264,0.04950495049504951,0.0,0.0,5.0,101.0,0.15384615384615385,5.2105263157894735,19,0.8666666666666667,0.950956937799043,0.0035885167464115297,2,2,wmori.wav,phase2,True,True,117.0
0.6414342629482072,0.3197004030903026,0.35856573705179284,0.0,0.0,90.0,251.0,0.2837370242214533,2.4939759036144578,83,0.7789757412398922,0.5409055145046524,0.3991200229527896,6,6,jtagk.wav,phase2,True,True,289.0
0.9264705882352942,0.783464399853808,0.07352941176470588,0.0,0.0,10.0,136.0,0.058823529411764705,14.222222222222221,9,0.9444444444444444,0.9274528339044469,0.015178446047602469,3,3,jnivh.wav,phase2,True,True,136.0
0.8289473684210527,-0.020460358056265986,0.17105263157894737,0.0,0.0,13.0,76.0,0.14285714285714285,5.538461538461538,13,0.875,0.42,0.42,2,2,plbbw.wav,phase2,True,True,84.0
0.9666666666666667,0.8652459541740106,0.03333333333333333,0.0,0.0,1.0,30.0,0.3170731707317073,2.0,14,0.7592592592592592,0.9761904761904762,0.023809523809523836,2,2,qpylu.wav,phase2,True,True,41.0
0.8685714285714285,0.7193929325072921,0.13142857142857142,0.0,0.0,23.0,175.0,0.07428571428571429,11.571428571428571,14,0.9308510638297872,0.8189756211908111,0.10558889731092015,4,4,rcxzg.wav,phase2,True,True,175.0
0.8808290155440415,0.5824993082525071,0.11917098445595854,0.0,0.0,46.0,386.0,0.08163265306122448,10.909090909090908,33,0.9245283018867924,0.7835007591356252,0.11547965232798778,3,3,bravd.wav,phase2,True,True,392.0
0.8375634517766497,0.6149009816436275,0.16243654822335024,0.0,0.0,32.0,197.0,0.07575757575757576,11.4375,16,0.9295774647887325,0.864039489039489,0.0742126856239082,6,6,ydlfw.wav,phase2,True,True,198.0
0.8296943231441049,0.585747117476285,0.1703056768558952,0.0,0.0,78.0,458.0,0.10833333333333334,8.075471698113208,53,0.9022556390977443,0.8628082141639821,0.13566868467699436,5,5,cmfyw.wav,phase2,True,True,480.0
0.8679817905918058,0.6672429365139255,0.13201820940819423,0.0,0.0,87.0,659.0,0.07110438729198185,12.791666666666666,48,0.9336158192090396,0.860835881294964,0.0498618095025089,4,4,ahnss.wav,phase2,True,True,661.0
0.6962025316455697,0.44364717924340064,0.3037974683544304,0.0,0.0,24.0,79.0,0.17073170731707318,4.533333333333333,15,0.8541666666666667,0.8020833333333334,0.19846415503393386,4,4,jyirt.wav,phase2,True,True,82.0
0.9335476956055734,0.8398419452972894,0.06645230439442658,0.0,0.0,62.0,933.0,0.057385759829968117,16.12727272727273,55,0.9457286432160804,0.9231065606278634,0.057561164507841926,11,11,czlvt.wav,phase2,True,True,941.0
0.9851485148514851,0.8796033319359222,0.01485148514851485,0.0,0.0,3.0,202.0,0.0392156862745098,21.77777777777778,9,0.9622641509433961,0.9348118279569892,0.05981182795698925,2,2,mjgil.wav,phase2,True,True,204.0
0.6393088552915767,0.0,0.36069114470842334,0.0,0.0,334.0,926.0,0.033264033264033266,28.181818181818183,33,0.9678068410462777,0.5,0.5,1,2,hkzpa.wav,phase2,True,True,962.0
0.8987341772151899,0.8362200856500197,0.10126582278481013,0.0,0.0,32.0,316.0,0.0529595015576324,16.88888888888889,18,0.9497041420118344,0.8699015692868152,0.10664423986778399,4,4,qfdpp.wav,phase2,True,True,321.0
0.9904761904761905,0.9513943481035715,0.009523809523809525,0.0,0.0,1.0,105.0,0.09009009009009009,9.181818181818182,11,0.9173553719008265,0.9705882352941176,0.02941176470588236,2,2,akthc.wav,phase2,True,True,111.0
0.5,-0.2,0.5,0.0,0.0,2.0,4.0,0.30434782608695654,2.0,8,0.7666666666666666,0.5,0.408248290463863,3,3,tucrg.wav,phase2,True,True,23.0
0.7536231884057971,0.5723265363070292,0.2463768115942029,0.0,0.0,34.0,138.0,0.10884353741496598,7.705882352941177,17,0.9018404907975461,0.6401302401302401,0.33811142316401355,5,5,jhdav.wav,phase2,True,True,147.0
0.972972972972973,0.7609821747370156,0.02702702702702703,0.0,0.0,4.0,148.0,0.06622516556291391,12.818181818181818,11,0.9378881987577641,0.8927536231884059,0.0927536231884058,2,2,qhesr.wav,phase2,True,True,151.0
0.8278867102396514,0.6190258503807756,0.1721132897603486,0.0,0.0,79.0,459.0,0.0782608695652174,11.45945945945946,37,0.9274193548387096,0.821102034574481,0.08061063547347459,5,5,ulriv.wav,phase2,True,True,460.0
0.6933333333333334,0.2932613762857159,0.30666666666666664,0.0,0.0,23.0,75.0,0.25925925925925924,2.727272727272727,22,0.7941176470588235,0.49825296995108315,0.3531912367551694,3,3,jiqvr.wav,phase2,True,True,81.0
0.5338983050847458,0.3476995404363214,0.4661016949152542,0.0,0.0,55.0,118.0,0.3046875,2.225,40,0.7664670658682635,0.48314176245210727,0.3808868511544652,9,9,sqkup.wav,phase2,True,True,128.0
0.9522776572668112,0.8826675648612363,0.04772234273318872,0.0,0.0,22.0,461.0,0.057569296375266525,15.785714285714286,28,0.9455645161290323,0.9512242733847343,0.017650831917301255,5,5,kkwkn.wav,phase2,True,True,469.0
0.9539473684210527,0.8542676771806371,0.046052631578947366,0.0,0.0,7.0,152.0,0.12422360248447205,6.714285714285714,21,0.8895027624309392,0.9268848849748382,0.034825365892510604,4,4,gqbvk.wav,phase2,True,True,161.0
0.9699570815450643,0.9277114080056276,0.030042918454935622,0.0,0.0,7.0,233.0,0.078125,11.238095238095237,21,0.927536231884058,0.9703759781884782,0.01101478300942424,4,4,ypwjd.wav,phase2,True,True,256.0
0.9012345679012346,0.8125546289996103,0.09876543209876543,0.0,0.0,64.0,648.0,0.10898379970544919,8.066666666666666,75,0.9017264276228419,0.7949658294561894,0.3586022684183306,6,6,sduml.wav,phase2,True,True,679.0
0.7419354838709677,0.5557874131748121,0.25806451612903225,0.0,0.0,48.0,186.0,0.13636363636363635,6.107142857142857,28,0.8800000000000001,0.6455613547007564,0.37603274882747256,5,5,ccokr.wav,phase2,True,True,198.0
0.9861111111111112,-0.006152704574517991,0.013888888888888888,0.0,0.0,6.0,432.0,0.0367170626349892,24.77777777777778,18,0.9645833333333332,0.4976635514018692,0.4976635514018692,2,2,mwfmq.wav,phase2,True,True,463.0
1.0,1.0,0.0,0.0,0.0,0.0,335.0,0.2679425837320574,2.7079646017699117,113,0.7886792452830188,1.0,0.0,1,1,xypdm.wav,phase2,True,True,418.0
0.5125628140703518,0.3000848484403321,0.48743718592964824,0.0,0.0,194.0,398.0,0.18636363636363637,4.313253012048193,83,0.842911877394636,0.6212964177610641,0.26505173070756155,11,11,nrogz.wav,phase2,True,True,440.0
0.6976744186046512,0.3468138393236696,0.3023255813953488,0.0,0.0,52.0,172.0,0.12209302325581395,6.863636363636363,22,0.8911917098445596,0.7159907262277951,0.1124168065639184,4,4,migzj.wav,phase2,True,True,172.0
0.9386363636363636,0.8917591620162831,0.06136363636363636,0.0,0.0,27.0,440.0,0.06493506493506493,13.935483870967742,31,0.9390243902439025,0.8147600525751787,0.3337411443000292,7,7,pnyir.wav,phase2,True,True,462.0
0.5040816326530613,0.26957323521512766,0.4959183673469388,0.0,0.0,243.0,490.0,0.2851782363977486,2.4901960784313726,153,0.7781021897810219,0.665095878127438,0.33286461057372746,12,12,epdpg.wav,phase2,True,True,533.0
0.8011204481792717,0.46386214846195023,0.19887955182072828,0.0,0.0,71.0,357.0,0.125,6.854166666666667,48,0.8888888888888888,0.7245323129251701,0.37252702603822113,5,5,kefgo.wav,phase2,True,True,376.0
